,original,duplicate
2607,813895,"{813895: 168.23892974550915, 752186: 64.69206159948206, 656803: 61.15118540059919, 172107: 60.27794139516658, 621675: 60.26311418942502}"
2608,813923,"{813923: 121.47470106938835, 813922: 103.21543858008366, 407980: 29.685695687167712, 783858: 26.220581217342236, 762496: 25.836154724885304}"
2609,813970,"{813970: 91.42483477277439, 814172: 58.88449920651988, 814649: 58.56527076364035, 817393: 56.498070343344594, 801529: 55.73505431927584}"
2610,813974,"{813974: 87.68984512849046, 814649: 58.56527076364035, 813706: 57.396414058592086, 802101: 56.33024788640731, 814172: 55.556112210390566}"
2611,813981,"{813981: 145.74932999054008, 840884: 69.24564114586134, 842358: 66.53485454743041, 835732: 65.53923357561233, 843514: 64.59789431886415}"
2612,814008,"{814008: 104.6569556668109, 819848: 58.778778686285776, 809299: 58.57847881439047, 809540: 58.57847881439047, 819880: 57.00440279981982}"
2613,814047,"{814047: 132.93985605692782, 608518: 55.18937244930625, 425632: 55.16872843065656, 813886: 54.87929581032485, 427772: 54.818884574597455}"
2614,814069,"{814069: 146.69539272927418, 704029: 29.86841224779532, 707502: 29.043648738252642, 713251: 27.88851070605563, 712592: 27.522673207329937}"
2615,814106,"{814106: 121.20151345825776, 817393: 59.1216410440124, 814172: 58.779091628049414, 814649: 58.56527076364035, 814697: 57.08366411380797}"
2616,814189,"{814189: 139.01411606930992, 464908: 62.52718625974519, 642394: 61.85702186484059, 263111: 60.27056740552191, 713995: 59.87124098947513}"
2617,814243,"{814243: 127.6667612962788, 427150: 35.433158114859424, 879801: 34.99157220551898, 807981: 34.543245157596935, 813834: 32.72443976592128}"
2618,814283,"{814283: 139.36697341879923, 789680: 88.52471111622799, 817263: 78.73090132001464, 319810: 66.5126756193194, 405573: 66.39623587153444}"
2619,814479,"{814479: 64.87953387346144, 603798: 21.79913990797378, 940546: 18.832239431412432, 483327: 18.220990787442762, 353879: 18.14744536179723}"
2620,814525,"{814525: 61.514620048789475, 382058: 26.291945633899044, 886323: 24.718501245706044, 607048: 24.146222655903596, 813375: 23.74045162665086}"
2621,814528,"{814528: 201.28707110542848, 450353: 65.66544490468794, 477040: 63.485541693041355, 446589: 63.35587448747976, 409987: 63.28086737590556}"
2622,814560,"{814560: 187.90266388184222, 744388: 42.89463640126921, 744743: 35.317618728182175, 754671: 35.058132382713254, 335761: 32.98692659750007}"
2623,814675,"{814675: 165.65423211878937, 524720: 35.55284774062612, 461415: 34.9190808629145, 822867: 34.50861988574979, 837505: 33.53014532420581}"
2624,814711,"{814711: 157.75060644105008, 792805: 65.61604309085988, 804424: 63.19822187628467, 547937: 61.59196390364227, 800565: 61.53969743952288}"
2625,814798,"{814798: 146.36794589323017, 813937: 62.73521785447398, 849677: 57.23848519041135, 947664: 55.79845205268243, 953223: 55.75593614792322}"
2626,814857,"{814857: 211.55066242370253, 814230: 65.07957489926035, 774591: 62.8281802867423, 807942: 62.164535574812255, 801360: 60.596491571356616}"
2627,814888,"{814888: 125.23755331127992, 814885: 121.02742811683716, 814283: 53.40839124665071, 568453: 52.63089638648205, 814276: 51.26943878273402}"
2628,814902,"{814901: 83.33560588554423, 814902: 83.33560588554423, 816456: 68.39635771099739, 819258: 68.39635771099739, 819298: 68.39635771099739}"
2629,814916,"{814916: 131.04976844814664, 653447: 71.68782293637814, 815421: 63.76426650304119, 417613: 63.698049220549734, 318943: 63.667517919843995}"
2630,814994,"{814994: 163.5753020727366, 527999: 43.280490926640816, 888970: 41.96742484977844, 473031: 39.92250141847466, 404541: 37.2530378511063}"
2631,815041,"{815041: 191.75326950059207, 811209: 97.55188233898805, 829416: 71.0897605881943, 799016: 68.87187054817991, 799017: 68.87187054817991}"
2632,815042,"{815042: 199.39110739388147, 809997: 56.48400034062184, 808215: 44.66130858859169, 816202: 35.59040291940067, 786095: 34.541709466992955}"
2633,815342,"{815342: 149.75564418171103, 832902: 64.07782717943604, 806216: 59.66097916755111, 837060: 57.90079173493353, 858907: 54.14178689677312}"
2634,815545,"{815545: 171.38327169465816, 852569: 36.58944750760475, 804624: 36.45245019567677, 257561: 35.65277690144653, 622208: 34.85869391743424}"
2635,815546,"{815546: 88.88920646685516, 812494: 28.068465650115414, 795111: 24.602192103289447, 657172: 23.638731502745976, 581339: 22.95839303824856}"
2636,815574,"{815574: 254.83947992362124, 732671: 67.73123590987186, 153188: 53.77686868630613, 353025: 51.86345074370726, 795889: 51.067568386108505}"
2637,816202,"{816202: 137.86921271869653, 801506: 41.97528446309766, 782712: 33.41657703090592, 819378: 32.92032599873485, 784535: 29.7896735297209}"
2638,816229,"{816229: 180.9404250937147, 773570: 41.18452528002767, 785961: 38.5138844187211, 614148: 35.81327267877655, 575726: 34.84324408080841}"
2639,816400,"{816400: 54.364680917006474, 817542: 29.892794662541085, 798916: 22.985826610849465, 798917: 18.225660516818216, 798918: 18.225660516818216}"
2640,816434,"{816434: 145.5995063015644, 603552: 65.62336043966896, 694861: 62.88456172143707, 809299: 61.998773345385366, 373195: 61.283257676119284}"
2641,816438,"{816438: 127.1411631794524, 813316: 41.80376723458851, 808213: 29.630716963684037, 814404: 28.741430275007396, 430503: 27.818274678191372}"
2642,816456,"{816456: 83.33560588554423, 814901: 68.39635771099739, 814902: 68.39635771099739, 819258: 68.39635771099739, 819298: 68.39635771099739}"
2643,816499,"{816499: 142.53645603830904, 536244: 35.031984390942675, 684433: 33.25150086145055, 482633: 30.404007301874053, 578973: 30.38999279882373}"
2644,816502,"{816502: 41.78137013995578, 299649: 13.7340008625793, 290696: 12.893347906237196, 536034: 12.48129149828202, 263772: 12.172986940609247}"
2645,816505,"{816505: 440.7360197568019, 896265: 60.84792251939311, 726280: 60.44453179998819, 422802: 58.43904197741465, 843513: 58.131889446721985}"
2646,816650,"{816648: 111.41780447028201, 816650: 111.41780447028201, 782895: 83.3721081850563, 841022: 83.15375863107765, 838900: 82.82286050414979}"
2647,816802,"{816802: 137.58494872426954, 816794: 102.01625488309985, 816798: 101.75752347963032, 838900: 100.10265763374336, 838910: 100.10265763374336}"
2648,816864,"{816864: 151.99477880122456, 822579: 87.02441582266964, 782895: 86.1351164869381, 789459: 85.38127872262659, 774393: 85.03686100934671}"
2649,817030,"{817030: 246.91520632334397, 270281: 65.10519159028343, 943358: 55.281463721807825, 776377: 54.7045837041524, 852552: 54.17448290135661}"
2650,817244,"{817244: 59.41280315409654, 717835: 21.564708994413575, 916744: 20.923413864393652, 876132: 20.847290908758772, 241279: 20.07291046730939}"
2651,817263,"{817263: 154.27456955495387, 814283: 85.10741951101686, 789680: 72.13899407430502, 786224: 62.0568161139761, 319810: 61.83752791814914}"
2652,817598,"{817598: 175.21789093961704, 810210: 73.5282566304729, 810337: 73.5282566304729, 809721: 73.31681575146706, 810212: 72.0518264671894}"
2653,817695,"{817695: 56.35935487231756, 410471: 17.557334162924555, 891231: 17.28473177087121, 880071: 16.052156052394942, 823440: 15.880636190222539}"
2654,817880,"{817880: 111.13742817727345, 799857: 67.22261665972758, 827464: 67.1437545204805, 801122: 66.5771619995169, 628097: 63.93412111917358}"
2655,817936,"{817936: 136.92073625951718, 766571: 55.84656119723604, 817484: 55.48596545366007, 263861: 52.7699864753046, 308854: 52.595186026700276}"
2656,817959,"{817959: 283.9182696079509, 866444: 87.52783470162788, 890421: 82.88199146787059, 875266: 82.54728149148274, 928640: 82.1963352946047}"
2657,817969,"{817969: 77.54407535230722, 809299: 58.57847881439047, 809540: 58.57847881439047, 819880: 57.00440279981982, 819848: 56.248667248475634}"
2658,818006,"{818006: 176.09069131894242, 310980: 77.31074721088545, 498456: 70.0562178930741, 558768: 69.79179504194674, 208580: 67.57412555124341}"
2659,818192,"{818192: 202.47827807055248, 818940: 67.91732842702203, 877509: 67.07380851225724, 686218: 62.49673733765246, 202509: 61.4094824409303}"
2660,818272,"{818272: 192.70752038945955, 333900: 39.97206425485091, 725944: 38.72115007651531, 476859: 36.12590872997093, 643382: 35.01322937561235}"
2661,818328,"{818328: 173.0652825120174, 421745: 45.5104992030414, 346165: 39.5777504909668, 436501: 38.4589778993547, 488329: 37.23017408939272}"
2662,818439,"{818439: 228.2265707722936, 814890: 82.50101919740847, 818436: 54.281466637882396, 818444: 53.48821466204185, 818442: 51.52019188962107}"
2663,818451,"{818451: 131.89704569531577, 818442: 73.79208884891963, 818444: 62.01627669147351, 818436: 54.281466637882396, 818445: 52.31623673330762}"
2664,818472,"{818472: 144.41002896177773, 695621: 55.61311701687973, 799868: 55.200259840678825, 788050: 53.708427004751876, 670089: 52.30969065295744}"
2665,818601,"{818601: 112.2982853041281, 845324: 60.39587658760489, 828812: 59.50978136518308, 939454: 58.93611028724641, 530637: 58.89037818899349}"
2666,818675,"{818675: 241.45603563056298, 873421: 50.222443351199814, 899908: 44.502379658308946, 774385: 44.24610294168013, 843862: 43.386584660727024}"
2667,818818,"{818818: 69.88701760366683, 748000: 21.197092100325712, 768198: 20.528434268376056, 879520: 19.344987377142264, 759480: 18.722873227321017}"
2668,818863,"{818863: 134.20984617011516, 764550: 71.50436802107222, 718677: 57.36085299703313, 628097: 57.32990794314318, 671979: 57.04301561404384}"
2669,819224,"{819224: 89.3126858336059, 892028: 33.1941529557395, 610002: 29.429301704334762, 850308: 28.05354410501048, 936047: 26.533630945506598}"
2670,819285,"{819285: 77.64637649297298, 823412: 77.64637649297298, 819258: 71.64494862189282, 810621: 69.71976043890496, 814901: 68.39635771099739}"
2671,819301,"{819301: 112.62253936451124, 822169: 65.47265269123072, 825168: 61.05409990752439, 820098: 60.99569126010457, 824212: 60.1379374852633}"
2672,819383,"{819383: 131.65388301928436, 825783: 66.2402183419964, 823032: 63.604208739294265, 820098: 62.99469852006786, 695299: 62.01244416449081}"
2673,819530,"{819530: 103.4056505087839, 819718: 53.80453765950415, 468356: 48.2710668931554, 299914: 47.23265494029878, 642394: 47.01573040317563}"
2674,819566,"{819566: 194.31641736991145, 695839: 66.03297930889799, 825783: 65.52218254880135, 690058: 64.87073820151585, 824212: 63.478779864453394}"
2675,819618,"{819618: 105.60998840130023, 246345: 32.4637248476158, 696420: 30.843474520770418, 769348: 28.581482258265265, 720284: 27.825574370959245}"
2676,819691,"{819691: 171.43865929344508, 308218: 62.62392816011995, 484815: 59.424929416746984, 578058: 58.379583115108375, 890255: 58.27943507530717}"
2677,819738,"{819738: 73.26441334910761, 809761: 71.6695108846396, 810212: 70.70658678399012, 809721: 69.7691946050998, 809774: 69.7691946050998}"
2678,820136,"{820136: 48.37066088790273, 710399: 22.453766946647082, 462639: 21.903919489808032, 825338: 20.428532543786062, 672177: 19.983117572640595}"
2679,820205,"{820205: 140.6843259664986, 694120: 79.21381221746277, 733329: 67.85802291956925, 895717: 67.13171740382364, 874847: 64.58466970707539}"
2680,820247,"{820247: 228.32805435614918, 762139: 74.2318105516544, 376999: 72.27065134702215, 510094: 72.03022930953647, 341157: 71.07433959992599}"
2681,820348,"{820348: 193.82643616254484, 833325: 67.9999575285027, 874409: 67.79332039966458, 781662: 66.12057347002579, 839588: 66.08650127292287}"
2682,820437,"{820437: 185.25626305461316, 868752: 48.477801660482136, 753100: 46.97111438329699, 781662: 46.32995935661993, 902106: 42.378502694978025}"
2683,820486,"{820486: 95.1831847313012, 312166: 30.728254994042583, 660067: 29.64507498164349, 316666: 24.17496792993231, 677898: 24.125580849907337}"
2684,820520,"{820520: 74.76621499440722, 820521: 74.76621499440722, 814901: 68.39635771099739, 814902: 68.39635771099739, 816456: 68.39635771099739}"
2685,820521,"{820520: 74.76621499440722, 820521: 74.76621499440722, 814901: 68.39635771099739, 814902: 68.39635771099739, 816456: 68.39635771099739}"
2686,821105,"{821105: 131.48517976688152, 827181: 62.43941423364198, 824519: 60.74421375825395, 882886: 59.07324998183825, 774277: 58.81719775830748}"
2687,821345,"{821345: 85.77569598012794, 907316: 32.64983554877412, 767396: 29.915030489812032, 907311: 29.68327149387358, 767399: 29.221348646351444}"
2688,821346,"{821346: 72.35528306182748, 816958: 39.39123343654311, 817579: 39.37318926602394, 815246: 33.01090306150399, 907316: 30.472772445067385}"
2689,821354,"{821354: 205.85636499748904, 621843: 71.4366970752387, 227126: 63.38620820390712, 415902: 62.61272263959254, 612041: 62.25397045545318}"
2690,821373,"{821373: 253.3484079505797, 821367: 239.56919664852268, 795920: 65.35663049421105, 255348: 63.02684361794372, 303716: 62.9575795776751}"
2691,821512,"{821512: 108.984476537202, 789349: 30.728593534774777, 874790: 28.487765807039448, 894375: 28.420377868499877, 923275: 27.94087771472344}"
2692,821687,"{821687: 93.67870008092268, 632249: 25.300675254540035, 629925: 21.831298401369608, 408188: 21.674469695298264, 321209: 21.295932678462243}"
2693,821940,"{821940: 180.61647564534098, 825575: 67.09044834587192, 829357: 65.66261183904567, 829721: 62.02638258022422, 821967: 61.50947604898214}"
2694,821967,"{821967: 114.99860230076118, 822105: 61.83502024280203, 823032: 61.07564711749447, 825168: 61.05409990752439, 820098: 60.97852847944372}"
2695,822007,"{822006: 83.33560588554423, 822007: 83.33560588554423, 814901: 68.39635771099739, 814902: 68.39635771099739, 816456: 68.39635771099739}"
2696,822066,"{822065: 75.30327354801707, 822066: 75.30327354801707, 814901: 68.39635771099739, 814902: 68.39635771099739, 816456: 68.39635771099739}"
2697,822076,"{822076: 209.48286995811335, 858724: 73.15341304631364, 192099: 71.41289831888099, 901974: 70.02142949357967, 720405: 69.55437362916196}"
2698,822091,"{822090: 86.709891411662, 822091: 86.709891411662, 809721: 72.00061810482069, 814901: 68.39635771099739, 814902: 68.39635771099739}"
2699,822302,"{822302: 76.85317636977875, 748678: 27.849713497496744, 747428: 27.72731457854696, 748199: 25.22893413580763, 312968: 24.176591666338627}"
2700,822582,"{822582: 157.80796536141114, 805407: 97.64530602913996, 803705: 90.77850733133288, 832115: 87.63153972699199, 799886: 85.54388921118706}"
2701,822727,"{822727: 155.30696082500648, 817947: 121.60458502476622, 803964: 61.01018649084665, 309437: 57.33997595552029, 752372: 56.95631829205286}"
2702,823011,"{823011: 305.88609686570965, 833292: 95.2513018294323, 900925: 95.07614593960369, 901294: 92.02986099607132, 761494: 89.48226725076624}"
2703,823029,"{823029: 34.20861359190588, 823027: 18.104726900374864, 913234: 17.60931432994996, 894375: 17.235316363556127, 914403: 16.363914563375634}"
2704,823127,"{823127: 106.10681157368357, 531378: 50.4711252583844, 425779: 50.21432309193473, 399555: 49.487476330956184, 509343: 49.269945833545016}"
2705,823188,"{823188: 108.96787971803654, 426958: 22.43366255521824, 762610: 21.570622482016866, 309778: 21.27881580149882, 895512: 21.060963734164105}"
2706,823440,"{823440: 95.91891459693693, 814641: 42.496706944019564, 820343: 37.785198567270676, 771481: 26.740316652224426, 818442: 26.296015383228998}"
2707,823683,"{823683: 168.8221467978778, 851473: 61.85177209543876, 826371: 49.968862008100636, 463764: 48.3183204431108, 481785: 46.712180414351714}"
2708,823876,"{823876: 192.02532962504264, 300941: 65.93989187898715, 732626: 63.742748458474836, 844965: 58.860864468632194, 852895: 57.454747669166586}"
2709,823883,"{823883: 159.9789404028857, 444530: 66.04285789192298, 441672: 63.7525909809147, 694253: 61.3387670332233, 824212: 60.1379374852633}"
2710,823937,"{823937: 125.74732789957787, 626161: 61.827479459253034, 804570: 61.4080249512339, 822169: 60.59769979993921, 635514: 58.52787050629521}"
2711,824345,"{824345: 236.068493757425, 926146: 61.80899122115528, 901294: 61.48171440019844, 949380: 59.485804129370955, 921904: 57.1412219736349}"
2712,824519,"{824519: 94.42397644567879, 825829: 52.54002499189026, 827181: 52.54002499189026, 821105: 50.440321898333096, 776827: 46.67750785289272}"
2713,824651,"{824651: 178.27545512632273, 303456: 32.53949944762064, 428347: 32.13666679979917, 719318: 30.321950304697246, 440056: 29.51594504964173}"
2714,824673,"{824673: 134.22073555220183, 829416: 95.88438208956782, 811209: 68.73109556117878, 822445: 68.5144778620554, 802035: 68.50735868760731}"
2715,825168,"{825168: 114.88175737035192, 544525: 67.83801095110096, 871923: 60.745075238723246, 824212: 60.1379374852633, 819209: 58.688549291345794}"
